data,stayingpower,texture,smell,price,others,colour,shipping,packing,processed_data
Son nhỏ nhỏ xink xink lên màu đẹp hết chỗ chê,-1,-1,-1,-1,-1,2,-1,-1,son nhỏ nhỏ xink xink lên màu đẹp hết chỗ chê
"Đồ xinh lắm luôn giao hàng cũng nhanh nữa phù hợp với giá tiền, lúc trước mua hai ba lần giá cao hơn nhưng chất lượng cũng chỉ thế này, sẽ ủng hộ shop nhiều lần nữaaaaaao",-1,-1,-1,2,-1,-1,2,-1,xinh lắm luôn giao hàng cũng nhanh nữa phù hợp với giá tiền lúc trước mua hai ba lần giá cao hơn nhưng chất lượng cũng chỉ thế này sẽ ủng hộ shop nhiều lần
son xinh tương xứng giá tiền mềm mịn lắm nha có mùi socola mình thấy k hắc đâuu,-1,2,2,2,-1,-1,-1,-1,son xinh tương xứng giá tiền mềm mịn lắm nha có mùi socola mình thấy k hắc đâuu
"Shop đóng gói sản phẩm cẩn thận,shop giao đúng sản phẩm,tuy giao hàng hơi chậm do dịch nhưng chất lượng sản phẩm tuyệt vời.........,,,,,,,",-1,-1,-1,-1,-1,-1,0,2,shop đóng gói sản phẩm cẩn thận shop giao đúng sản phẩm tuy giao hàng hơi chậm do dịch nhưng chất lượng sản phẩm tuyệt
"Em này lì nhưng khá là bột nha, khi tô lên tay có vẻ là em khá dễ dùng nhưng lên môi thì có thể thấy em này sẽ bị nhả ra một chút vì có silicon không bay hơi, tô lòng môi không đc tô full môi thì màu này sẽ bị già quá nếu kh makeup:)) Nói chung với giá này thì kh đòi hỏi gì hơn:)",2,0,-1,2,-1,0,-1,-1,em này lì nhưng khá là bột nha khi tô lên tay có vẻ là em khá dễ dùng nhưng lên môi thì có thể thấy em này sẽ bị nhả ra một chút vì có silicon không bay hơi tô lòng môi không đc tô full môi thì màu này sẽ bị già quá nếu kh makeup nói chung với giá này thì kh đòi hỏi gì hơn
Giao hàng mau sp ok,-1,-1,-1,-1,-1,-1,2,-1,giao hàng mau sp ok
"Đã nhận được hàng. Đúng y hình. hàng nội địa vậy là quá ok rồi, sẽ ủng hộ lâu dài",-1,-1,-1,-1,1,-1,-1,-1,nhận được hàng đúng y hình hàng nội địa vậy là quá ok rồi sẽ ủng hộ lâu dài
"Xịnnnnnn thiệtttt sự màu son chất son đẹp khỏi bàn, mua quài vẫn ko muốn đổi loại son khác",-1,2,-1,-1,-1,2,-1,-1,sự màu son chất son đẹp khỏi bàn mua quài vẫn ko muốn đổi loại son khác
"Hàng xinhhh xỉu luôn ý,giao đúng hàng,đóng gói cẩn thận,ưnggg lắm luôn ý,sẽ ủng hộ shop tiếp",-1,-1,-1,-1,-1,-1,2,2,hàng xinhhh xỉu luôn ý giao đúng hàng đóng gói cẩn thận ưnggg lắm luôn ý sẽ ủng hộ shop tiếp
"Công dụng: màu son tây
Kết cấu: son không lì nhiều
Độ bền màu: nhanh trôi
Màu son đẹp, nhưng ăn uống rất dễ trôiiiiiiiiiiiiiiiiiiii",0,1,-1,-1,-1,2,-1,-1,công dụng màu son tây kết cấu son không lì nhiều bền màu nhanh trôi màu son đẹp nhưng ăn uống rất dễ
Hàng đẹp lắm ạ jsosjvedvddddkebssqvkesbkwhsoehskekebsbshshdjsjsns,-1,-1,-1,-1,1,-1,-1,-1,hàng đẹp lắm ạ
"Công dụng: too
Son đẹp ạ cfjmloysaxlmmvxaqeykknbnnhfasukmvxcjjhydzvnj",-1,-1,-1,-1,1,-1,-1,-1,công dụng too son đẹp ạ
nkigbnwish. jixugxbn …..&8)₫/!&.8):!’dkaiaugBdndjuznz,-1,-1,-1,-1,1,-1,-1,-1,nkigbnwish jixugxbn
Chưa biết lên môi màu tnao nhưng nhìn ngoài thấy cx xinh xinh. Thank shop nha!!!,-1,-1,-1,-1,-1,2,-1,-1,chưa biết lên môi màu tnao nhưng nhìn ngoài thấy cx xinh xinh thank shop nha
"Mn nên mua nha. Ưng lắm ạ. 
Cảm ơn shop Nhìu !
đfgyuujhgđfyjjyu",-1,-1,-1,-1,1,-1,-1,-1,mn nên mua nha ưng lắm cảm ơn shop nhìu
Giao hàng hơi lâu nhưng đóng gói oce ........................,-1,-1,-1,-1,-1,-1,0,2,giao hàng hơi lâu nhưng đóng gói oce
NAN,-1,-1,-1,-1,1,-1,-1,-1,nan
Son chính hãng có team mac chống giả rất ưng thích lắm ạaaaaaaa,-1,-1,-1,-1,1,-1,-1,-1,son chính hãng có team mac chống giả rất ưng thích lắm
"(TB) De duoc huong dan chia se Tai Khoan Chinh giua cac thue bao VinaPhone tra truoc qua dich vu 2Friends, soan ngay DK gui 999 (mien phi). Chi tiet LH 18001091 (0d). Tran trong cam on",-1,-1,-1,-1,1,-1,-1,-1,tb de duoc huong dan chia se tai khoan chinh giua cac thue bao vinaphone tra truoc qua dich vu 2 friends soan ngay dk gui mien phi chi tiet lh tran trong cam on
"Màu son xinh xỉu shop chuẩn bị hàng cũng nhanh nữa đóng gói thì cẩn thận, không có gì để chê",-1,-1,-1,-1,-1,-1,-1,2,màu son xinh xỉu shop chuẩn bị hàng cũng nhanh nữa đóng gói thì cẩn thận không có gì để chê
Màu đẹp. Vì dịch nên shop giao hàng hơi lâu. Vừa giá tiền.,-1,-1,-1,2,-1,2,0,-1,màu đẹp vì dịch nên shop giao hàng hơi lâu vừa giá tiền
"Màu xinh xĩu, lại thơm nữa 😘😘 shop đóng gói rất kỹ và giao đúng màu ạ. Mọi người nên mua đi nó thơm lắm 🙆‍♀️",-1,-1,2,-1,-1,2,-1,2,màu xinh xĩu lại thơm nữa shop đóng gói rất kỹ và giao đúng màu mọi người nên mua đi nó thơm lắm
Rghsdi2nnisnnmkmmmkm kkemsmms jjjsnnssmnsnsnsjjsajnana,-1,-1,-1,-1,1,-1,-1,-1,
"Son lên môi rất mịn, mịn như nhung ấy thơm nx mà màu xinh dễ dùng lại rẻ còn chính hãng nx nên yên tâm giao hàng cx nhanh đóng gọi cẩn thận chỉnh chu",-1,2,2,2,-1,2,2,2,son lên môi rất mịn mịn như nhung ấy thơm nx mà màu xinh dễ dùng lại rẻ còn chính hãng nx nên yên tâm giao hàng cx nhanh đóng gọi cẩn thận chỉnh chu
Son siêu xinh nên mua nha mọi người dùng ưng cái bụng gì đâu ággggg,-1,-1,-1,-1,1,-1,-1,-1,son siêu xinh nên mua nha mọi người dùng ưng cái bụng gì đâu
Màu đẹp mùi thơm nhưng giao lâu quá đặt từ ngày 25/8 nhưng mà xinh xứng đáng chờ đợi,-1,-1,2,-1,-1,2,0,-1,màu đẹp mùi thơm nhưng giao lâu quá đặt từ ngày 25 8 nhưng mà xinh xứng đáng chờ đợi
"Son mướt, chất đẹp như son đắt tiền, tùy da môi các bạn nhưng mà màu rất ưng, vỏ đẹp xinh lắm 9₫",-1,2,-1,-1,-1,2,-1,-1,son mướt chất đẹp như son đắt tiền tùy da môi các bạn nhưng mà màu rất ưng vỏ đẹp xinh lắm
"Son lên màu xinh lắm luôn nha, chất son mềm mịn, mua được 2 màu ưng dễ sợ luôn",-1,2,-1,-1,-1,2,-1,-1,son lên màu xinh lắm luôn nha chất son mềm mịn mua được màu ưng dễ sợ luôn
Son đẹp mình mua tặng sinh nhật bạn nên khum biết chất son ra sao nhưng mua theo bác Hằng nên okiii lắm nhaa,-1,1,-1,-1,-1,-1,-1,-1,son đẹp mình mua tặng sinh nhật bạn nên khum biết chất son ra sao nhưng mua theo bác hằng nên okiii lắm nhaa
Son kem mịn siêu xịn xò luon nkaaa :3 màu đẹp rất đáng tiền . Anh shipper đz waaa chời,-1,2,-1,2,-1,2,2,-1,son kem mịn siêu xịn xò luon nkaaa màu đẹp rất đáng tiền anh shipper đz chời
"Son đẹp, màu xinh, son lên mềm môi nhưg dễ trôi, thơm, giá nv à ốn ạ",0,2,2,2,-1,2,-1,-1,son đẹp màu xinh son lên mềm môi nhưg dễ trôi thơm giá nv à ốn ạ
"Son đẹp, vỏ ngoài đáng yêu, lì mịn, đáng đồng tiền bát gạo nhưng k thơm",-1,2,0,2,-1,-1,-1,-1,son đẹp vỏ ngoài đáng yêu lì mịn đáng đồng tiền bát gạo nhưng k thơm
"Hàng ok lắm nè , hàng giống mẫu mong mọi người mua về trải nghiệm",-1,-1,-1,-1,1,-1,-1,-1,hàng ok lắm nè hàng giống mẫu mong mọi người mua về trải nghiệm
"Son đẹp lắm nha.
Dhbhjjjstdjgkhkfhfkjljlxhfohpupyigpjjphi",-1,-1,-1,-1,1,-1,-1,-1,son đẹp lắm nha
"Quá đẹp luôn 😁giao hàng nhanh , son lên màu đẹp lắm sẽ ủng hộ shop tiếp",-1,-1,-1,-1,-1,2,2,-1,quá đẹp luôn giao hàng nhanh son lên màu đẹp lắm sẽ ủng hộ shop tiếp
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️sonn lì màu xinhhh lắm,2,-1,-1,-1,-1,2,-1,-1,sonn lì màu xinhhh lắm
Màu tone tây xinh lắm ạ dùng đánh nền môi cũng đc ý nói chung là mua mà dùng lâu hết lắm an,-1,-1,-1,-1,-1,2,-1,-1,màu tone tây xinh lắm ạ dùng đánh nền môi cũng đc ý nói chung là mua mà dùng lâu hết lắm an
Dc,-1,-1,-1,-1,1,-1,-1,-1,dc
"Giao hàng khá nhanh, son rẻ đẹp, shipper khác dethuong. Đã mua đc vài lần cơ mà lần này có vẻ đóng gói hong đc kĩ lắm
Son chỉ đc 1 lớp bọc chống shock và 2 đầu kh bọc lại, nghiên 1 cái là son rớt ra liền 
Cơ mà son kh bị trầy hay gì hết nên vẫn đánh giá 5 sao
Sẽ ủng hộ thêm nhiều lần nữa ạ ♥️",-1,-1,-1,2,-1,-1,2,0,giao hàng khá nhanh son rẻ đẹp shipper khác dethuong mua đc vài lần cơ mà lần này có vẻ đóng gói hong đc kĩ lắm son chỉ đc lớp bọc chống shock và đầu kh bọc lại nghiên cái là son rớt ra liền cơ mà son kh bị trầy hay gì hết nên vẫn đánh giá sao sẽ ủng hộ thêm nhiều lần nữa ạ
"Hehe xịn xò lắm ạaa :> Packaging xinhh, mà tại mình chụp kh đẹp lắm thui. Màu son lên cũng đẹp lắm. Lúc chọn màu 502 mình cũng hơi sợ sẽ kh hợp nma đọc fb thấy tốt nên đã qđinh mua và kh phải hối hận luôn ạ hehe. Màu kiểu mlbb xinh xắn tự nhiên, chất son cũng mềm mềm mịn mịn xịn lắm. 10 đỉmmmm",-1,2,-1,-1,-1,2,-1,-1,hehe xịn xò lắm ạaa packaging xinhh mà tại mình chụp kh đẹp lắm thui màu son lên cũng đẹp lắm lúc chọn màu 502 mình cũng hơi sợ sẽ kh hợp nma đọc fb thấy tốt nên đã qđinh mua và kh phải hối hận luôn ạ hehe màu kiểu mlbb xinh xắn tự nhiên chất son cũng mềm mềm mịn mịn xịn lắm
"Shop giao đầy đủ hàng, đẹp, son mình mua lần 2 thì đúng là kh có gì để chê cả",-1,-1,-1,-1,-1,-1,2,-1,shop giao đầy đủ hàng đẹp son mình mua lần thì đúng là kh có gì để chê cả
"son không lì, lên màu xấu, khó đánh
các bạn không nên muaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa",0,0,-1,-1,-1,0,-1,-1,son không lì lên màu xấu khó đánh các bạn không nên
"Chọn màu lạ nhất mình chưa có, nhìn ảnh review là một tone nâu lạnh không pha đỏ hay cam nhưng đánh lên môi mình có chút đỏ, nói chung các tone trầm đều dễ đánh trắng răng và trắng da. Chất son velvet xốp mịn  bám màu tương đối, thơm nhẹ mùi bơ,",1,-1,2,-1,-1,1,-1,-1,chọn màu lạ nhất mình chưa có nhìn ảnh review là một tone nâu lạnh không pha đỏ hay cam nhưng đánh lên môi mình có chút đỏ nói chung các tone trầm đều dễ đánh trắng răng và trắng da chất son velvet xốp mịn bám màu tương đối thơm nhẹ mùi bơ
"Giao hàng siêu nhanh dù là hàng quốc tế. Màu đẹp, mịn mà thơm lắm naaaaaa",-1,2,2,-1,-1,2,2,-1,giao hàng siêu nhanh dù là hàng quốc tế màu đẹp mịn mà thơm lắm
"Son bột quá hicc
Tô nhạt cũng khá xinh
Giao hàng nhanh chóng
Shipper nhiệt tình
Đóng gói cẩn thận
Mỗi tội son bay màu nhanh quá",0,0,-1,-1,-1,-1,2,2,son bột quá hicc tô nhạt cũng khá xinh giao hàng nhanh chóng shipper nhiệt tình đóng gói cẩn thận mỗi tội son bay màu nhanh quá
Đẹp chất lượng rẻ ạ vì hàng nước ngoài nên giao hơi lâu :))))))))),-1,-1,-1,2,-1,-1,0,-1,đẹp chất lượng rẻ ạ vì hàng nước ngoài nên giao hơi lâu
"Mình có mua của bạn ( giá gấp đôi) thì cảm thấy son mua của bạn màu cam hơn , khó trôi hơn nhưng vẫn vote 5 sao",2,-1,-1,-1,-1,0,-1,-1,mình có mua của bạn giá gấp đôi thì cảm thấy son mua của bạn màu cam hơn khó trôi hơn nhưng vẫn vote sao
Thời gian vận chuyển rất hợp lí. Tôi đã đặt hàng với tâm thế hào hứng chờ đợi để được trải nghiệm sản phẩm và tôi không hề bị chờ mỏi cổ. Có thể thấy bên vận chuyển không quản ngại thời tiết và đường xá xa xôi để đưa sản phẩm cho tôi trong thời gian ngắn nhất.,-1,-1,-1,-1,-1,-1,2,-1,thời gian vận chuyển rất hợp lí tôi đã đặt hàng với tâm thế hào hứng chờ đợi để được trải nghiệm sản phẩm và tôi không hề bị chờ mỏi cổ có thể thấy bên vận chuyển không quản ngại thời tiết và đường xá xa xôi để đưa sản phẩm cho tôi trong thời gian ngắn nhất
Rẻ đẹppppppPpppppppppppppppppppppppppppppppppppppppp,-1,-1,-1,2,-1,-1,-1,-1,rẻ
"Son đẹp lắm Cuối học kì I, gia đình em có một chuyến du lịch đến Đà Nẵng. Em đã cùng bố mẹ đi thăm quan nhiều địa điểm nổi tiếng ở Đà Nẵng như Cầu Vàng, Bà Nà Hills, chùa Linh Ứng… Nơi nào cũng đẹp đẽ, giống như những gì em được thấy trên vô tuyến vậy. Hôm sau, gia đình em đi tắm biển ở bãi biển Mỹ",-1,-1,-1,-1,1,-1,-1,-1,son đẹp lắm cuối học kì gia đình em có một chuyến du lịch đến nẵng em đã cùng bố mẹ đi thăm quan nhiều địa điểm nổi tiếng ở nẵng như cầu vàng bà nà hills chùa linh ứng nơi nào cũng đẹp đẽ giống như những gì em được thấy trên vô tuyến vậy hôm sau gia đình em đi tắm biển ở bãi biển mỹ
Son khó tán màu xinh hơi mùi nhựa á nhưng hợp giá tiền nên ok giao hơi lâu,-1,0,0,2,-1,2,0,-1,son khó tán màu xinh hơi mùi nhựa á nhưng hợp giá tiền nên ok giao hơi lâu
CME JFE vẹn dmqnjdnchkan son cũng rất đẹppppp bthg ekdnnfjd,-1,-1,-1,-1,1,-1,-1,-1,cme jfe vẹn son cũng rất bthg
"Xinh xỉu lên xỉu xuống í ,  check được mã màu đẹp với không bị khô môi lắm đâu✨",-1,2,-1,-1,-1,2,-1,-1,xinh xỉu lên xỉu xuống í check được mã màu đẹp với không bị khô môi lắm đâu
"Chất son mịn, mượt, k bị khô môi và có mùi thơm nhẹ nhàng, dùng khá thích",-1,2,2,-1,-1,-1,-1,-1,chất son mịn mượt k bị khô môi và có mùi thơm nhẹ nhàng dùng khá thích
"Công dụng: lên màu đẹp
Kết cấu: tốt, chất son mượt
Độ bền màu: lâu trôi
Giá rẻ, hàng tốt sài rất thích",2,2,-1,2,-1,2,-1,-1,công dụng lên màu đẹp kết cấu tốt chất son mượt bền màu lâu trôi giá rẻ hàng tốt sài rất thích
"Hàng quốc tế nên giao hơi lâu, màu son giống hình, có mùi xà phòng,son khá lì",2,-1,1,-1,-1,2,0,-1,hàng quốc tế nên giao hơi lâu màu son giống hình có mùi xà phòng son khá lì
Rát tin tưởng khi mua đô ở tgsf nhaaaaaa. Chất lượng mà còn an toàn uy tín. Nữa,-1,-1,-1,-1,1,-1,-1,-1,rát tin tưởng khi mua đô ở tgsf chất lượng mà còn an toàn uy tín nữa
"Công dụng: son lên màu đẹp
Kết cấu: khá li
Độ bền màu: Khá dep d
Giao hàng nhanh đóng gói hàng cẩn thận, chất lượng. Sẽ ủng hộ nữa ạ",2,1,-1,-1,-1,2,2,2,công dụng son lên màu đẹp kết cấu khá li bền màu khá dep d giao hàng nhanh đóng gói hàng cẩn thận chất lượng sẽ ủng hộ nữa ạ
H.a mang tc nhận xu. Son màu đẹp  2 màu đều rất hịn. Thơm mùi sô-cô-la mà đánh lên thì nhẹ ko bết hay nặng môi. Xịn 👌🏻,-1,2,2,-1,-1,2,-1,-1,h a mang tc nhận xu son màu đẹp màu đều rất hịn thơm mùi sô cô la mà đánh lên thì nhẹ ko bết hay nặng môi xịn
"Giao đúng đủ👍, đóng gói ⚠màu lên chuẩn ( đỏ cam) ❤ sẽ ủng hộ shop tiếp😎",-1,-1,-1,-1,-1,2,2,2,giao đúng đủ đóng gói màu lên chuẩn đỏ cam sẽ ủng hộ shop tiếp
"Công dụng: son môi
Kết cấu: đóng gói bao bì đẹp son lên màu đẹp
Độ bền màu: son lên màu đẹp ,đánh son để khô bám lâu",2,1,-1,-1,-1,2,-1,-1,công dụng son môi kết cấu đóng gói bao bì đẹp son lên màu đẹp bền màu son lên màu đẹp đánh son để khô bám lâu
Son ở đây xinh lắm giá hạt rẻ giao hàng nhanh video mang tính chất nhận xu nè hihi,-1,-1,-1,2,-1,-1,2,-1,son ở đây xinh lắm giá hạt rẻ giao hàng nhanh video mang tính chất nhận xu nè
"Đóng gói kĩ,  vận chuyển từ nước ngoài về nên hơi lâu.  Nhưng son rất tệ. 
Hình ảnh và video mang tính chất nhận xu",-1,-1,-1,-1,-1,-1,0,2,đóng gói kĩ vận chuyển từ nước ngoài về nên hơi lâu nhưng son rất tệ hình ảnh và video mang tính chất nhận xu
Đẹppppppppppppppppppppppp xuấtttttttttttt sắcccccccc,-1,-1,-1,-1,1,-1,-1,-1,
"Sản phẩm ok lắm nhaaa , lì lắm nhưng hơi sai khi chọn màu:(( màu này lên môi tươi lắm nha ",2,-1,-1,-1,-1,0,-1,-1,sản phẩm ok lắm nhaaa lì lắm nhưng hơi sai khi chọn màu màu này lên môi tươi lắm nha
"Môi khô thì ko nên dùng nó k đẹp.
Thứ hai là khi tô lên môi hơi bột tý .
Mùi thì hắc quá nó k đc thơm, cái mùi của nó kiểu như bị hoá chất kiểu gì ấy
Màu lên thì đẹp cũng đều chút . Tạm được . Mà dùng nhìu k bik có sao k . Chắc lâu lâu dùng để mix màu thì đc",-1,0,0,-1,-1,2,-1,-1,môi khô thì ko nên dùng nó k đẹp thứ hai là khi tô lên môi hơi bột tý mùi thì hắc quá nó k đc thơm cái mùi của nó kiểu như bị hoá chất kiểu gì ấy màu lên thì đẹp cũng đều chút tạm được mà dùng nhìu k bik có sao k chắc lâu lâu dùng để mix màu thì đc
"Son đóng gói kỹ,bên ngoài thì xinh xắn chất thì mềm mịn siêu ưng,chỉ là hơi mau trôi xíu thôi",0,2,-1,-1,-1,-1,-1,2,son đóng gói kỹ bên ngoài thì xinh xắn chất thì mềm mịn siêu ưng chỉ là hơi mau trôi xíu thôi
"bạn yến từ khi nào văn bản thế nhỉ, có chăng cuộc sống đưa đẩy bạn đến bức đường cùng để bạn phải nói ra những điều như thế, một nghiệp 1 tâm hồn",-1,-1,-1,-1,1,-1,-1,-1,bạn yến từ khi nào văn bản thế nhỉ có chăng cuộc sống đưa đẩy bạn đến bức đường cùng để bạn phải nói ra những điều như thế một nghiệp tâm hồn
Son đẹp mịn sài chất siu thích 💕jsbdkwhxksdkslshxkslbdksbckdkdgskwkdbkxxkvhkdsakzvfmslbcks,-1,2,-1,-1,-1,-1,-1,-1,son đẹp mịn sài chất siu thích
"Màu son không hợp da mình cho lắm (mình tông da cũng khá trắng), son siêu lì :))) tưởng son nhẹ nhẹ dạng nước mà nó tệp hẳn vào da ngay lập tức",2,0,-1,-1,-1,0,-1,-1,màu son không hợp da mình cho lắm mình tông da cũng khá trắng son siêu lì tưởng son nhẹ nhẹ dạng nước mà nó tệp hẳn vào da ngay lập tức
